rsrch_0,23,18000,0.1,9377,1,0.623139825352,87007,93674,0.117,44.5380825424,44.5380825424,44.5380825424,44.5380825424
rsrch_0,23,18000,0.2,18754,1,0.649582594957,87007,93674,0.117,22.2690412712,22.2690412712,22.2690412712,22.2690412712
rsrch_0,23,18000,0.3,28131,1,0.75268484318,87007,93674,0.117,14.8460275141,14.8460275141,14.8460275141,14.8460275141
rsrch_0,23,18000,0.1,9377,1,0.623139825352,87007,93674,0.117,44.5380825424,44.5380825424,44.5380825424,44.5380825424
rsrch_0,23,18000,0.2,18754,1,0.649582594957,87007,93674,0.117,22.2690412712,22.2690412712,22.2690412712,22.2690412712
rsrch_0,23,18000,0.3,28131,1,0.75268484318,87007,93674,0.117,14.8460275141,14.8460275141,14.8460275141,14.8460275141
rsrch_0,23,18000,0.4,37509,1,0.75268484318,87007,93674,0.117,11.1342237863,11.1342237863,11.1342237863,11.1342237863
rsrch_0,23,18000,0.5,46886,1,0.75268484318,87007,93674,0.117,8.90742652391,8.90742652391,8.90742652391,10
rsrch_0,23,18000,0.1,9377,1,0.623139825352,87007,93674,0.117,44.5380825424,44.5380825424,44.5380825424,44.5380825424
rsrch_0,23,18000,0.2,18754,1,0.649582594957,87007,93674,0.117,22.2690412712,22.2690412712,22.2690412712,22.2690412712
rsrch_0,23,18000,0.3,28131,1,0.75268484318,87007,93674,0.117,14.8460275141,14.8460275141,14.8460275141,14.8460275141
rsrch_0,23,18000,0.4,37509,1,0.75268484318,87007,93674,0.117,11.1342237863,11.1342237863,11.1342237863,11.1342237863
rsrch_0,23,18000,0.5,46886,1,0.75268484318,87007,93674,0.117,8.90742652391,8.90742652391,8.90742652391,10
ts_0,13,18000,0.1,23928,1,0.793167092594,77092,77478,0.01,15.4647943831,15.4647943831,15.4647943831,15.4647943831
ts_0,13,18000,0.2,47857,1,0.793167092594,77092,77478,0.01,7.73223561861,7.73223561861,7.73223561861,10
ts_0,13,18000,0.3,71786,1,0.793167092594,77092,77478,0.01,5.15478784164,5.15478784164,5.15478784164,10
ts_0,13,18000,0.4,95715,1,0.793167092594,77092,77478,0.01,3.86607741733,3.86607741733,3.86607741733,10
ts_0,13,18000,0.5,119644,1,0.793167092594,77092,77478,0.01,3.09285547123,3.09285547123,3.09285547123,10
prn_1,20,18000,0.1,2120971,1,0.0241677206547,14421261,14591405,0.978,32.6369633531,32.6369633531,32.6369633531,32.6369633531
prn_1,20,18000,0.2,4241942,1,0.0265977128316,14386381,14591405,0.978,16.2790129615,16.2790129615,16.2790129615,16.2790129615
prn_1,20,18000,0.3,6362913,1,0.0266510318917,14385700,14591405,0.978,10.8521615807,10.8521615807,10.8521615807,10.8521615807
prn_1,20,18000,0.4,8483884,1,0.0266748130149,14385419,14591405,0.978,8.13896220175,8.13896220175,8.13896220175,10
prn_1,20,18000,0.5,10604855,1,0.0266809124961,14385337,14591405,0.978,6.51113264632,6.51113264632,6.51113264632,10
