trace,p,sizeRate,size,hitRate,update
usr_0,0.1,0.3,166358,0.777388519567,206995
prxy_0,0.7,0.04,3179,0.388288205599,349519
proj_3,0.3,0.2,276708,0.611546076477,804390
prxy_0,0.7,0.05,3974,0.404157258681,340329
proj_3,0.3,0.25,345885,0.614658232322,798714
usr_0,0.2,0.04,22181,0.723921000897,512852
prxy_0,0.7,0.06,4768,0.429075110907,326370
prxy_0,0.7,0.07,5563,0.444335933915,317712
proj_3,0.3,0.3,415062,0.617239997505,793941
usr_0,0.2,0.05,27726,0.727097550311,507390
prxy_0,0.7,0.08,6358,0.462208352455,307852
usr_0,0.2,0.06,33271,0.728733791421,504103
prxy_0,0.7,0.09,7153,0.482549181582,295807
proj_3,0.4,0.04,55341,0.157025302891,2328210
prxy_0,0.7,0.1,7948,0.504953342512,283599
usr_0,0.2,0.07,38816,0.730797907911,499649
prxy_0,0.7,0.15,11922,0.604589261129,226024
proj_3,0.4,0.05,69177,0.189414589086,2241907
prxy_0,0.7,0.2,15896,0.665375554536,191570
usr_0,0.2,0.08,44362,0.734116579999,492876
prxy_0,0.7,0.25,19870,0.712901942787,163940
prxy_0,0.7,0.3,23844,0.755575952272,139702
proj_3,0.4,0.06,83012,0.25314829911,2062926
usr_0,0.2,0.09,49907,0.738208743968,486017
prxy_0,0.8,0.04,3179,0.398309928102,393528
usr_0,0.2,0.1,55452,0.744030067128,475194
prxy_0,0.8,0.05,3974,0.409858956708,385331
proj_3,0.4,0.07,96848,0.361975490307,1762005
prxy_0,0.8,0.06,4768,0.429279486003,373109
usr_0,0.2,0.15,83179,0.774563077757,418596
proj_3,0.4,0.08,110683,0.472259700107,1459056
prxy_0,0.8,0.07,5563,0.449671714854,359920
usr_0,0.2,0.2,110905,0.794829340278,381179
prxy_0,0.8,0.08,6358,0.466975065015,348468
proj_3,0.4,0.09,124518,0.542019169028,1265261
prxy_0,0.8,0.09,7153,0.483267553924,337503
usr_0,0.2,0.25,138631,0.814361732997,345809
proj_3,0.4,0.1,138354,0.569713955179,1189691
prxy_0,0.8,0.1,7948,0.504920299832,323601
usr_0,0.2,0.3,166358,0.82776045568,320159
prxy_0,0.8,0.15,11922,0.608788129111,255529
proj_3,0.4,0.15,207531,0.626897014921,1030783
prxy_0,0.8,0.2,15896,0.66902248738,216348
usr_0,0.3,0.04,22181,0.739613820396,724575
proj_3,0.4,0.2,276708,0.660278341494,939608
prxy_0,0.8,0.25,19870,0.717137524858,185004
prxy_0,0.8,0.3,23844,0.757893835093,158334
proj_3,0.4,0.25,345885,0.662279643664,934194
usr_0,0.3,0.05,27726,0.744636887875,712269
prxy_0,0.9,0.04,3179,0.403728927643,438553
proj_3,0.4,0.3,415062,0.668004534297,917447
usr_0,0.3,0.06,33271,0.746541762371,707325
prxy_0,0.9,0.05,3974,0.415728315741,429709
prxy_0,0.9,0.06,4768,0.431850696038,417813
usr_0,0.3,0.07,38816,0.74771707381,703616
proj_3,0.5,0.04,55341,0.170888397845,2864540
prxy_0,0.9,0.07,5563,0.454801896895,400886
prxy_0,0.9,0.08,6358,0.469015144562,390160
usr_0,0.3,0.08,44362,0.749138838886,698391
prxy_0,0.9,0.09,7153,0.490148998011,374797
proj_3,0.5,0.05,69177,0.200686367484,2760985
usr_0,0.3,0.09,49907,0.750677209154,694940
prxy_0,0.9,0.1,7948,0.503782163072,364966
prxy_0,0.9,0.15,11922,0.61428055683,283442
proj_3,0.5,0.06,83012,0.234611109318,2644237
usr_0,0.3,0.1,55452,0.752474845633,688880
prxy_0,0.9,0.2,15896,0.675661618479,238529
prxy_0,0.9,0.25,19870,0.723791341594,203138
usr_0,0.3,0.15,83179,0.770035501598,641828
proj_3,0.5,0.07,96848,0.316345829762,2362120
prxy_0,0.9,0.3,23844,0.766935291418,171458
usr_0,0.3,0.2,110905,0.794485123471,572543
prxy_0,1,0.04,3179,0.406681964204,484815
proj_3,0.5,0.08,110683,0.448122076972,1907155
prxy_0,1,0.05,3974,0.422248737953,472095
usr_0,0.3,0.25,138631,0.814681293674,516498
prxy_0,1,0.06,4768,0.435382591403,461363
proj_3,0.5,0.09,124518,0.549261280859,1555943
usr_0,0.3,0.3,166358,0.830989870422,470999
prxy_0,1,0.07,5563,0.454253633165,445943
proj_3,0.5,0.1,138354,0.586614386886,1427306
prxy_0,1,0.08,6358,0.474474529601,429420
usr_0,0.4,0.04,22181,0.749175984584,930909
prxy_0,1,0.09,7153,0.488007342818,418362
proj_3,0.5,0.15,207531,0.637919299867,1251982
prxy_0,1,0.1,7948,0.510533884045,399955
usr_0,0.4,0.05,27726,0.752549783042,919062
proj_3,0.5,0.2,276708,0.686865023609,1081518
prxy_0,1,0.15,11922,0.610147774208,318558
proj_3,0.5,0.25,345885,0.694966614332,1054047
usr_0,0.4,0.06,33271,0.756898198498,902496
prxy_0,1,0.2,15896,0.681765947682,260037
prxy_0,1,0.25,19870,0.724600275356,225036
proj_3,0.5,0.3,415062,0.701462561293,1032080
usr_0,0.4,0.07,38816,0.758508491453,897042
prxy_0,1,0.3,23844,0.761491815818,194891
usr_0,0.4,0.08,44362,0.759074721103,894091
proj_3,0.6,0.04,55341,0.19380735256,3340448
usr_0,0.4,0.09,49907,0.759985167561,891424
proj_3,0.6,0.05,69177,0.211184629351,3269883
usr_0,0.4,0.1,55452,0.76150211176,885586
proj_3,0.6,0.06,83012,0.244018488565,3136147
usr_0,0.4,0.15,83179,0.768866542611,859531
usr_0,0.4,0.2,110905,0.7846828581,799632
proj_3,0.6,0.07,96848,0.286624560546,2956120
usr_0,0.4,0.25,138631,0.810765814028,703240
proj_3,0.6,0.08,110683,0.422199794182,2394209
usr_0,0.4,0.3,166358,0.831768530401,625324
proj_3,0.6,0.09,124518,0.533977491465,1930717
usr_0,0.5,0.04,22181,0.754897498867,1139478
proj_3,0.6,0.1,138354,0.589025819244,1704515
usr_0,0.5,0.05,27726,0.758424079199,1122079
proj_3,0.6,0.15,207531,0.644751570948,1474405
usr_0,0.5,0.06,33271,0.762391455154,1102473
proj_3,0.6,0.2,276708,0.689197005905,1289297
usr_0,0.5,0.07,38816,0.765782803609,1087579
proj_3,0.6,0.25,345885,0.72005676989,1161008
usr_0,0.5,0.08,44362,0.766874348806,1083184
proj_3,0.6,0.3,415062,0.721560098182,1154598
usr_0,0.5,0.09,49907,0.767387713129,1081193
proj_3,0.7,0.04,55341,0.218447869979,3781130
usr_0,0.5,0.1,55452,0.767923580208,1077951
proj_3,0.7,0.05,69177,0.235436579532,3700061
usr_0,0.5,0.15,83179,0.773373015706,1054904
usr_0,0.5,0.2,110905,0.780522216842,1018745
proj_3,0.7,0.06,83012,0.256349022236,3596081
usr_0,0.5,0.25,138631,0.799872864809,930058
usr_0,0.5,0.3,166358,0.827263241661,802014
proj_3,0.7,0.07,96848,0.289325717898,3436765
usr_0,0.6,0.04,22181,0.759956958364,1338230
proj_3,0.7,0.08,110683,0.375711957205,3020465
usr_0,0.6,0.05,27726,0.762823206608,1320640
proj_3,0.7,0.09,124518,0.540354046258,2222466
usr_0,0.6,0.06,33271,0.765698176017,1305095
proj_3,0.7,0.1,138354,0.572094417931,2070884
usr_0,0.6,0.07,38816,0.769361818593,1286205
proj_3,0.7,0.15,207531,0.643907142705,1721967
usr_0,0.6,0.08,44362,0.772376541964,1269301
proj_3,0.7,0.2,276708,0.689549104262,1501632
usr_0,0.6,0.09,49907,0.773115472196,1264661
proj_3,0.7,0.25,345885,0.736349097489,1275072
usr_0,0.6,0.1,55452,0.77354227089,1261945
proj_3,0.7,0.3,415062,0.740350978242,1255123
usr_0,0.6,0.15,83179,0.777551099292,1239437
proj_3,0.8,0.04,55341,0.242959443855,4186164
usr_0,0.6,0.2,110905,0.782561246528,1212083
proj_3,0.8,0.05,69177,0.256777821016,4107566
usr_0,0.6,0.25,138631,0.790028285642,1169900
usr_0,0.6,0.3,166358,0.815413871453,1029156
proj_3,0.8,0.06,83012,0.275899960072,4002382
usr_0,0.7,0.04,22181,0.763987858848,1533977
proj_3,0.8,0.07,96848,0.299434978374,3872799
usr_0,0.7,0.05,27726,0.766541652549,1517606
proj_3,0.8,0.08,110683,0.360590107006,3533443
usr_0,0.7,0.06,33271,0.769014587062,1502332
proj_3,0.8,0.09,124518,0.543934653555,2520218
usr_0,0.7,0.07,38816,0.772663802033,1477934
proj_3,0.8,0.1,138354,0.585526398621,2290513
usr_0,0.7,0.08,44362,0.775826246849,1457881
proj_3,0.8,0.15,207531,0.657533913526,1893558
usr_0,0.7,0.09,49907,0.77755292966,1446899
proj_3,0.8,0.2,276708,0.700753299457,1654161
proj_3,0.8,0.25,345885,0.739154451642,1442194
usr_0,0.7,0.1,55452,0.778218968187,1441911
proj_3,0.8,0.3,415062,0.754710889333,1354855
usr_0,0.7,0.15,83179,0.781056038216,1423543
proj_3,0.9,0.04,55341,0.269962334304,4540324
usr_0,0.7,0.2,110905,0.785528811011,1394729
usr_0,0.7,0.25,138631,0.789624635716,1366283
proj_3,0.9,0.05,69177,0.285165371177,4443968
usr_0,0.7,0.3,166358,0.800095092989,1299164
proj_3,0.9,0.06,83012,0.300917756741,4347514
usr_0,0.8,0.04,22181,0.767379960983,1727887
proj_3,0.9,0.07,96848,0.315400099074,4257960
usr_0,0.8,0.05,27726,0.76920656034,1715069
usr_0,0.8,0.06,33271,0.772040400308,1693665
proj_3,0.9,0.08,110683,0.359460584738,3984130
usr_0,0.8,0.07,38816,0.774516026539,1675397
proj_3,0.9,0.09,124518,0.558135664525,2747081
usr_0,0.8,0.08,44362,0.77788702561,1650203
proj_3,0.9,0.1,138354,0.600231316899,2486174
proj_3,0.9,0.15,207531,0.670468788644,2048947
usr_0,0.8,0.09,49907,0.781047101715,1626015
proj_3,0.9,0.2,276708,0.703773848947,1841840
usr_0,0.8,0.1,55452,0.781982634978,1620603
proj_3,0.9,0.25,345885,0.73317789679,1659506
usr_0,0.8,0.15,83179,0.784188874142,1603165
proj_3,0.9,0.3,415062,0.767624056784,1444719
usr_0,0.8,0.2,110905,0.787819031755,1576338
proj_3,1,0.04,55341,0.294684327832,4873732
usr_0,0.8,0.25,138631,0.7917362341,1548535
proj_3,1,0.05,69177,0.31323020069,4745580
usr_0,0.8,0.3,166358,0.795443590165,1520919
usr_0,0.9,0.04,22181,0.769825655317,1924104
proj_3,1,0.06,83012,0.327054655998,4650053
usr_0,0.9,0.05,27726,0.772019835588,1905001
proj_3,1,0.07,96848,0.344784031146,4527543
usr_0,0.9,0.06,33271,0.774732871284,1883223
proj_3,1,0.08,110683,0.363648717272,4397188
usr_0,0.9,0.07,38816,0.77670762276,1866232
proj_3,1,0.09,124518,0.560082842246,3039828
usr_0,0.9,0.08,44362,0.780405073306,1835101
proj_3,1,0.1,138354,0.610903674254,2688656
usr_0,0.9,0.09,49907,0.783248926462,1812522
proj_3,1,0.15,207531,0.679608150563,2213908
usr_0,0.9,0.1,55452,0.78512645311,1795781
proj_3,1,0.2,276708,0.706231012123,2029944
proj_3,1,0.25,345885,0.732095118365,1851223
usr_0,0.9,0.15,83179,0.787157515312,1778790
proj_3,1,0.3,415062,0.77831985842,1531810
usr_0,0.9,0.2,110905,0.790538312235,1751931
usr_0,0.9,0.25,138631,0.793897252413,1723136
usr_0,0.9,0.3,166358,0.796736798822,1698717
usr_0,1,0.04,22181,0.766100533918,2172400
usr_0,1,0.05,27726,0.774608836951,2093377
usr_0,1,0.06,33271,0.77714960274,2069779
usr_0,1,0.07,38816,0.778975879091,2052817
usr_0,1,0.08,44362,0.781243812415,2031753
usr_0,1,0.09,49907,0.784458799552,2001893
usr_0,1,0.1,55452,0.78756342628,1973058
usr_0,1,0.15,83179,0.790017626442,1950264
usr_0,1,0.2,110905,0.79242595974,1927896
usr_0,1,0.25,138631,0.795703717725,1897453
usr_0,1,0.3,166358,0.798423967223,1872188
src2_0,0.1,0.04,4198,0.292853851676,26568
src2_0,0.1,0.05,5247,0.301707510474,26168
src2_0,0.1,0.06,6297,0.316899371002,25347
src2_0,0.1,0.07,7346,0.325311016577,25088
src2_0,0.1,0.08,8396,0.334314691984,24969
src2_0,0.1,0.09,9445,0.338552661187,24714
src2_0,0.1,0.1,10495,0.349195803821,24401
src2_0,0.1,0.15,15742,0.35883169208,23909
src2_0,0.1,0.2,20990,0.361933821244,23862
src2_0,0.1,0.25,26238,0.360578314028,23875
src2_0,0.1,0.3,31485,0.360112190993,23891
src2_0,0.2,0.04,4198,0.306907193296,51893
src2_0,0.2,0.05,5247,0.320984644729,50289
src2_0,0.2,0.06,6297,0.340044790673,49261
src2_0,0.2,0.07,7346,0.347173258468,48713
src2_0,0.2,0.08,8396,0.358815618872,47758
src2_0,0.2,0.09,9445,0.361947215585,47713
src2_0,0.2,0.1,10495,0.372076015559,46995
src2_0,0.2,0.15,15742,0.408929202876,43830
src2_0,0.2,0.2,20990,0.429510945855,42489
src2_0,0.2,0.25,26238,0.436556368741,42323
src2_0,0.2,0.3,31485,0.441027399462,41832
src2_0,0.3,0.04,4198,0.315297407927,76286
src2_0,0.3,0.05,5247,0.330004393344,74922
src2_0,0.3,0.06,6297,0.342734374163,73551
src2_0,0.3,0.07,7346,0.355858148581,72262
src2_0,0.3,0.08,8396,0.372550175198,70719
src2_0,0.3,0.09,9445,0.381494915509,69088
src2_0,0.3,0.1,10495,0.38662762663,68766
src2_0,0.3,0.15,15742,0.423491529419,64492
src2_0,0.3,0.2,20990,0.456063885644,61046
src2_0,0.3,0.25,26238,0.478207408677,58184
src2_0,0.3,0.3,31485,0.486002914608,57158
src2_0,0.4,0.04,4198,0.331413477921,100009
src2_0,0.4,0.05,5247,0.335796105997,99077
src2_0,0.4,0.06,6297,0.343246037954,97987
src2_0,0.4,0.07,7346,0.361473055945,95250
src2_0,0.4,0.08,8396,0.370594601545,94192
src2_0,0.4,0.09,9445,0.382089624208,92414
src2_0,0.4,0.1,10495,0.39785744136,89937
src2_0,0.4,0.15,15742,0.43182816669,85153
src2_0,0.4,0.2,20990,0.470334215574,78698
src2_0,0.4,0.25,26238,0.496908586308,75139
src2_0,0.4,0.3,31485,0.515411527705,72219
src2_0,0.5,0.04,4198,0.335367487115,123732
src2_0,0.5,0.05,5247,0.349289564202,121429
src2_0,0.5,0.06,6297,0.353597183974,120661
src2_0,0.5,0.07,7346,0.359356750212,119841
src2_0,0.5,0.08,8396,0.375799642103,116329
src2_0,0.5,0.09,9445,0.384441670328,114691
src2_0,0.5,0.1,10495,0.397075211898,112496
src2_0,0.5,0.15,15742,0.441914104776,104007
src2_0,0.5,0.2,20990,0.473993549286,97776
src2_0,0.5,0.25,26238,0.510645821502,91069
src2_0,0.5,0.3,31485,0.530959677679,87364
src2_0,0.6,0.04,4198,0.32953559144,150044
src2_0,0.6,0.05,5247,0.357564587508,143845
src2_0,0.6,0.06,6297,0.363776882441,142705
src2_0,0.6,0.07,7346,0.367923770132,141077
src2_0,0.6,0.08,8396,0.374870074901,139753
src2_0,0.6,0.09,9445,0.384262186171,137850
src2_0,0.6,0.1,10495,0.397359171908,134798
src2_0,0.6,0.15,15742,0.451402655294,122888
src2_0,0.6,0.2,20990,0.481371151806,115792
src2_0,0.6,0.25,26238,0.511752193993,109446
src2_0,0.6,0.3,31485,0.542572570535,102386
src2_0,0.7,0.04,4198,0.33863034836,173290
src2_0,0.7,0.05,5247,0.355801892352,168140
src2_0,0.7,0.06,6297,0.37129110723,164359
src2_0,0.7,0.07,7346,0.376206830042,162980
src2_0,0.7,0.08,8396,0.381310073615,161665
src2_0,0.7,0.09,9445,0.389542235033,159279
src2_0,0.7,0.1,10495,0.395285728063,158233
src2_0,0.7,0.15,15742,0.446294053985,144691
src2_0,0.7,0.2,20990,0.48833888752,133745
src2_0,0.7,0.25,26238,0.517326918337,126043
src2_0,0.7,0.3,31485,0.554710521522,116341
src2_0,0.8,0.04,4198,0.346956270158,194887
src2_0,0.8,0.05,5247,0.354569613064,192853
src2_0,0.8,0.06,6297,0.374146780536,186983
src2_0,0.8,0.07,7346,0.384080023145,183996
src2_0,0.8,0.08,8396,0.38747950666,182996
src2_0,0.8,0.09,9445,0.3943025835,180664
src2_0,0.8,0.1,10495,0.402974079273,178250
src2_0,0.8,0.15,15742,0.449950708828,164514
src2_0,0.8,0.2,20990,0.488097789398,152865
src2_0,0.8,0.25,26238,0.523469562702,142261
src2_0,0.8,0.3,31485,0.549368858695,134482
src2_0,0.9,0.04,4198,0.355121459876,216634
src2_0,0.9,0.05,5247,0.361550743118,214415
src2_0,0.9,0.06,6297,0.374588793759,210113
src2_0,0.9,0.07,7346,0.390203915433,204693
src2_0,0.9,0.08,8396,0.39582953827,203084
src2_0,0.9,0.09,9445,0.39881647611,201814
src2_0,0.9,0.1,10495,0.405706524651,199761
src2_0,0.9,0.15,15742,0.45327250517,183534
src2_0,0.9,0.2,20990,0.495303944365,169500
src2_0,0.9,0.25,26238,0.530217631238,157827
src2_0,0.9,0.3,31485,0.556291053652,149261
src2_0,1,0.04,4198,0.363533105451,237588
src2_0,1,0.05,5247,0.368052355797,235901
src2_0,1,0.06,6297,0.374690590744,233423
src2_0,1,0.07,7346,0.390728973565,227436
src2_0,1,0.08,8396,0.400212166347,223896
src2_0,1,0.09,9445,0.406389635995,221590
src2_0,1,0.1,10495,0.411131232386,219820
src2_0,1,0.15,15742,0.451643753416,204697
src2_0,1,0.2,20990,0.50308069822,185496
src2_0,1,0.25,26238,0.533046515864,174310
src2_0,1,0.3,31485,0.561190703256,163804
wdev_0,0.1,0.04,2084,0.370686324296,45886
wdev_0,0.1,0.05,2605,0.452019672348,39402
wdev_0,0.1,0.06,3126,0.525509471871,34118
wdev_0,0.1,0.07,3647,0.585053651859,30143
wdev_0,0.1,0.08,4168,0.631576768524,26749
wdev_0,0.1,0.09,4689,0.671157433984,24112
wdev_0,0.1,0.04,2084,0.370099852071,45530
wdev_0,0.1,0.05,2605,0.453407886602,39629
wdev_0,0.1,0.06,3126,0.525074792458,34481
wdev_0,0.1,0.07,3647,0.585525589508,30078
wdev_0,0.1,0.08,4168,0.62931229577,27004
wdev_0,0.1,0.09,4689,0.667584783185,24033
wdev_3,1,0.1,31,0.781210592686,1585
wdev_1,1,0.1,36,0.72599704579,1354
wdev_2,1,0.1,2084,0.217744338902,369078
rsrch_1,1,0.1,2877,0.233937707778,42285
wdev_3,1,0.1,31,0.781210592686,1585
wdev_1,1,0.1,36,0.72599704579,1354
wdev_2,1,0.1,2084,0.217744338902,369078
rsrch_1,1,0.1,2877,0.233937707778,42285
rsrch_0,1,0.1,9377,0.584368944509,3033719
wdev_0,1,0.1,13810,0.639136530331,2150796
web_3,1,0.1,15472,0.118915523287,313203
src2_0,1,0.1,18791,0.691338674039,2828720
rsrch_2,1,0.1,19428,0.518138925295,321591
prxy_0,1,0.1,23065,0.921971509393,22299111
ts_0,1,0.1,23928,0.757379003272,3529507
src1_2,1,0.1,52089,0.704835556291,13536401
hm_0,1,0.1,61040,0.594162898461,7677449
usr_0,1,0.1,64696,0.811852602531,5514824
mds_0,1,0.1,81817,0.6847588099,2835300
proj_0,1,0.1,83311,0.871878100644,39730141
web_1,1,0.1,98081,0.253195036534,1203556
proj_3,1,0.1,153321,0.557320125114,3638677
stg_0,1,0.1,166891,0.705797840741,5806040
web_0,1,0.1,191569,0.559591815231,8220498
prxy_1,1,0.1,359360,0.992850461371,196806688
prn_0,1,0.1,388654,0.60065068906,16481052
src2_1,1,0.1,503430,0.00370519181032,9743291
src2_2,1,0.1,532504,0.155888964331,17046060
web_2,1,0.1,1763657,0.0565346719432,70094989
stg_1,1,0.1,2093600,0.0649027666531,22423321
prn_1,1,0.1,2120971,0.471530472651,35246213
mds_1,1,0.1,2211832,0.0884648334082,23028179
src1_1,1,0.1,3154560,0.29066653703,289353596
src1_0,1,0.1,3178737,0.0349101883877,398133500
proj_4,1,0.1,3245353,0.217531215602,35059984
usr_2,1,0.1,9946386,0.178936017438,110326691
proj_2,1,0.1,10751609,0.180385490119,291698306
usr_1,1,0.1,17267463,0.668303688478,213464982
proj_1,1,0.1,18310631,0.16916645955,196406591
prxy_0,1,0.1,13412,0.999992544213,1
usr_1,1,0.1,37530,0.9999973355,1
web_0,1,0.1,2037,0.999950917836,1
prxy_0,1,0.1,2533,0.999992544213,1
usr_1,1,0.1,31948,0.9999973355,1
web_0,1,0.1,456,0.999950917836,1
prxy_0,1,0.1,2533,0.776289105604,30005
usr_1,1,0.1,31948,0.138428744621,375305
web_0,1,0.1,456,0.726759595563,5567
prxy_0,1,0.1,2533,0.776289105604,30005
usr_1,1,0.1,31948,0.138428744621,375305
web_0,1,0.1,456,0.726759595563,5567
prxy_0,1,0.1,2533,0.776289105604,30005
usr_1,1,0.1,31948,0.138428744621,375305
web_0,1,0.1,456,0.726759595563,5567
prxy_0,1,0.1,2533,0.776289105604,30005
usr_1,1,0.1,31948,0.138428744621,375305
web_0,1,0.1,456,0.726759595563,5567
prxy_0,1,0.1,2533,0.776289105604,30005
usr_1,1,0.1,31948,0.138428744621,375305
web_0,1,0.1,456,0.726759595563,5567
prxy_0,1,0.1,2533,0.776289105604,30005
usr_1,1,0.1,31948,0.138428744621,375305
web_0,1,0.1,456,0.726759595563,5567
prxy_0,1,0.1,2533,0.6,4
usr_1,1,0.1,31948,0.0,10
web_0,1,0.1,456,0.0,10
prxy_0,1,0.1,2533,0.776289105604,117183
usr_1,1,0.1,31948,0.138428744621,349310
web_0,1,0.1,456,0.726759595563,20283
prxy_0,1,0.1,2533,0.776289105604,117183
prxy_0,1,0.2,5066,0.783006769855,116701
prxy_0,1,0.5,12665,0.810130923623,114672
prxy_0,0.5,0.1,2533,0.749269332856,101153
prxy_0,0.5,0.2,5066,0.766887357967,101548
prxy_0,0.5,0.5,12665,0.785392621753,101700
prxy_0,0.1,0.1,2533,0.70732307417,84855
prxy_0,0.1,0.2,5066,0.70692791745,84866
prxy_0,0.1,0.5,12665,0.704803018103,84557
prxy_0,0.01,0.1,2533,0.394843577585,46043
prxy_0,0.01,0.2,5066,0.403887447437,47089
prxy_0,0.01,0.5,12665,0.396096149831,45941
usr_1,1,0.1,31948,0.138428744621,349310
usr_1,1,0.2,63896,0.141287752628,349191
usr_1,1,0.5,159742,0.142481448422,349126
usr_1,0.5,0.1,31948,0.0871717669629,191210
usr_1,0.5,0.2,63896,0.0882189152822,191583
usr_1,0.5,0.5,159742,0.0943898962177,192382
usr_1,0.1,0.1,31948,0.0378758609664,47458
usr_1,0.1,0.2,63896,0.0382808648966,47914
usr_1,0.1,0.5,159742,0.0386938623253,48135
usr_1,0.01,0.1,31948,0.015043764405,9001
usr_1,0.01,0.2,63896,0.0153182078576,9129
usr_1,0.01,0.5,159742,0.0172473055248,9904
web_0,1,0.1,456,0.726759595563,20283
web_0,1,0.2,913,0.737017767743,20283
web_0,1,0.5,2283,0.774958280161,20137
web_0,0.5,0.1,456,0.695150682242,17252
web_0,0.5,0.2,913,0.721851379209,17484
web_0,0.5,0.5,2283,0.736232453127,17536
web_0,0.1,0.1,456,0.642681849416,13754
web_0,0.1,0.2,913,0.636350250319,13664
web_0,0.1,0.5,2283,0.647786394424,13890
web_0,0.01,0.1,456,0.407970943359,8437
web_0,0.01,0.2,913,0.361342887995,7478
web_0,0.01,0.5,2283,0.410130558555,8497
usr_1,1,0.01,3194,0.119484152889,349888
usr_1,1,0.05,15974,0.134098932868,349435
usr_1,0.5,0.01,3194,0.0742622666898,188865
usr_1,0.5,0.05,15974,0.0851547408108,190182
usr_1,0.1,0.01,3194,0.0330504522988,46108
usr_1,0.1,0.05,15974,0.033889769654,46156
usr_1,0.01,0.01,3194,0.014324349529,8844
usr_1,0.01,0.05,15974,0.0163893366728,9591
prxy_0,1,0.1,2533,0.776289105604,117183,134124,0.0,0,3599
prxy_0,1,0.1,2533,0.776289105604,117183,134124,0.217,0,3599
hm_0,1,0.1,6877,0.447853823405,202966,236700,0.457,0,180000000000
hm_0,1,0.1,6877,0.447853823405,202966,236700,0.457,0,180000000000
hm_0,1,0.1,6877,0.447853823405,202966,236700,0.457,0,180000000000
hm_0,1,0.1,6877,0.447853823405,202966,236700,0.457,0,180000000000
hm_0,0.5,0.2,13754,0.500291508238,134508,236700,0.457,0,180000000000
hm_0,0.2,0.5,34385,0.478643852978,99579,236700,0.457,0,180000000000
hm_0,1,0.1,9781,0.397380846403,221887,229158,0.27,180000000000,180000000000
hm_0,0.5,0.2,19563,0.403210885066,153794,229158,0.27,180000000000,180000000000
hm_0,0.2,0.5,48909,0.385890957331,109501,229158,0.27,180000000000,180000000000
hm_0,1,0.1,7850,0.457322025389,188356,203161,0.212,360000000000,180000000000
hm_0,0.5,0.2,15701,0.456564005887,134707,203161,0.212,360000000000,180000000000
hm_0,0.2,0.5,39252,0.44252587849,100066,203161,0.212,360000000000,180000000000
hm_0,1,0.1,2584,0.601070672698,115534,120485,0.077,540000000000,180000000000
hm_0,0.5,0.2,5169,0.615163713325,92702,120485,0.077,540000000000,180000000000
hm_0,0.2,0.5,12924,0.614292235548,78693,120485,0.077,540000000000,180000000000
hm_0,1,0.1,5573,0.492286865341,185962,214958,0.377,720000000000,180000000000
hm_0,0.5,0.2,11146,0.550702928014,126131,214958,0.377,720000000000,180000000000
hm_0,0.2,0.5,27865,0.507024628067,98989,214958,0.377,720000000000,180000000000
hm_0,1,0.1,5856,0.485559963038,169831,195879,0.328,900000000000,180000000000
hm_0,0.5,0.2,11712,0.52095426258,119244,195879,0.328,900000000000,180000000000
hm_0,0.2,0.5,29281,0.473874177426,92413,195879,0.328,900000000000,180000000000
hm_0,1,0.1,12723,0.321963914223,245298,252842,0.319,1080000000000,180000000000
hm_0,0.5,0.2,25446,0.332519913622,161135,252842,0.319,1080000000000,180000000000
hm_0,0.2,0.5,63617,0.327133150347,108669,252842,0.319,1080000000000,180000000000
hm_0,1,0.1,3886,0.560208246734,138753,146749,0.157,1260000000000,180000000000
hm_0,0.5,0.2,7772,0.561318986841,106867,146749,0.157,1260000000000,180000000000
hm_0,0.2,0.5,19430,0.564126501714,87995,146749,0.157,1260000000000,180000000000
hm_0,1,0.1,6200,0.543983029261,213123,251256,0.391,1440000000000,180000000000
hm_0,0.5,0.2,12401,0.586242716592,151267,251256,0.391,1440000000000,180000000000
hm_0,0.2,0.5,31004,0.51988410227,118633,251256,0.391,1440000000000,180000000000
hm_0,1,0.1,7938,0.463656222131,185577,199594,0.137,1620000000000,180000000000
hm_0,0.5,0.2,15876,0.454156938585,132528,199594,0.137,1620000000000,180000000000
hm_0,0.2,0.5,39691,0.441811878113,99445,199594,0.137,1620000000000,180000000000
hm_0,1,0.1,3098,0.573078850851,119992,125693,0.124,1800000000000,180000000000
hm_0,0.5,0.2,6197,0.583874997017,94118,125693,0.124,1800000000000,180000000000
hm_0,0.2,0.5,15493,0.584057982545,78927,125693,0.124,1800000000000,180000000000
hm_0,1,0.1,9515,0.384627042989,198318,204541,0.274,1980000000000,180000000000
hm_0,0.5,0.2,19031,0.395881510308,136232,204541,0.274,1980000000000,180000000000
hm_0,0.2,0.5,47579,0.382847448678,97515,204541,0.274,1980000000000,180000000000
hm_0,1,0.1,5354,0.507401536984,182469,208200,0.341,2160000000000,180000000000
hm_0,0.5,0.2,10709,0.556378482229,129455,208200,0.341,2160000000000,180000000000
hm_0,0.2,0.5,26772,0.509764649376,102647,208200,0.341,2160000000000,180000000000
hm_0,1,0.1,2596,0.606036058491,127972,144432,0.147,2340000000000,180000000000
hm_0,0.5,0.2,5192,0.621095048189,101967,144432,0.147,2340000000000,180000000000
hm_0,0.2,0.5,12980,0.625913924892,87360,144432,0.147,2340000000000,180000000000
hm_0,1,0.1,9552,0.504085856123,254974,319884,0.353,2520000000000,180000000000
hm_0,0.5,0.2,19105,0.504270297983,178445,319884,0.353,2520000000000,180000000000
