rsrch_0,23,18000,0.1,9377,1,0.623139825,87007,93674,0.117,44.53808254,44.53808254,44.53808254,44.53808254,417633.6,
rsrch_0,23,18000,0.2,18754,1,0.649582595,87007,93674,0.117,22.26904127,22.26904127,22.26904127,22.26904127,417633.6,
rsrch_0,23,18000,0.3,28131,1,0.752684843,87007,93674,0.117,14.84602751,14.84602751,14.84602751,14.84602751,417633.6,
rsrch_0,23,18000,0.1,9377,1,0.623139825,87007,93674,0.117,44.53808254,44.53808254,44.53808254,44.53808254,417633.6,
rsrch_0,23,18000,0.2,18754,1,0.649582595,87007,93674,0.117,22.26904127,22.26904127,22.26904127,22.26904127,417633.6,
rsrch_0,23,18000,0.3,28131,1,0.752684843,87007,93674,0.117,14.84602751,14.84602751,14.84602751,14.84602751,417633.6,
rsrch_0,23,18000,0.4,37509,1,0.752684843,87007,93674,0.117,11.13422379,11.13422379,11.13422379,11.13422379,417633.6,
rsrch_0,23,18000,0.5,46886,1,0.752684843,87007,93674,0.117,8.907426524,8.907426524,8.907426524,10,417633.6,
rsrch_0,23,18000,0.1,9377,1,0.623139825,87007,93674,0.117,44.53808254,44.53808254,44.53808254,44.53808254,417633.6,
rsrch_0,23,18000,0.2,18754,1,0.649582595,87007,93674,0.117,22.26904127,22.26904127,22.26904127,22.26904127,417633.6,
rsrch_0,23,18000,0.3,28131,1,0.752684843,87007,93674,0.117,14.84602751,14.84602751,14.84602751,14.84602751,417633.6,
rsrch_0,23,18000,0.4,37509,1,0.752684843,87007,93674,0.117,11.13422379,11.13422379,11.13422379,11.13422379,417633.6,
rsrch_0,23,18000,0.5,46886,1,0.752684843,87007,93674,0.117,8.907426524,8.907426524,8.907426524,10,417633.6,
ts_0,13,18000,0.1,23928,1,0.793167093,77092,77478,0.01,15.46479438,15.46479438,15.46479438,15.46479438,370041.6,
ts_0,13,18000,0.2,47857,1,0.793167093,77092,77478,0.01,7.732235619,7.732235619,7.732235619,10,370041.6,
ts_0,13,18000,0.3,71786,1,0.793167093,77092,77478,0.01,5.154787842,5.154787842,5.154787842,10,370041.6,
ts_0,13,18000,0.4,95715,1,0.793167093,77092,77478,0.01,3.866077417,3.866077417,3.866077417,10,370041.6,
ts_0,13,18000,0.5,119644,1,0.793167093,77092,77478,0.01,3.092855471,3.092855471,3.092855471,10,370041.6,
prn_1,20,18000,0.1,2120971,1,0.024167721,14421261,14591405,0.978,32.63696335,32.63696335,32.63696335,32.63696335,69222052.8,69222052.8
prn_1,20,18000,0.2,4241942,1,0.026597713,14386381,14591405,0.978,16.27901296,16.27901296,16.27901296,16.27901296,69054628.8,69054628.8
prn_1,20,18000,0.3,6362913,1,0.026651032,14385700,14591405,0.978,10.85216158,10.85216158,10.85216158,10.85216158,69051360,69051360
prn_1,20,18000,0.4,8483884,1,0.026674813,14385419,14591405,0.978,8.138962202,8.138962202,8.138962202,10,69050011.2,84838840
prn_1,20,18000,0.5,10604855,1,0.026680912,14385337,14591405,0.978,6.511132646,6.511132646,6.511132646,10,69049617.6,106048550
hm_0,25,18000,0.1,61040,1,0.40732417,254118,268754,0.286,19.98306684,19.98306684,19.98306684,19.98306684,1219766.4,1219766.4
hm_0,25,18000,0.2,122080,1,0.481001213,249887,268754,0.286,9.825176933,9.825176933,9.825176933,10,1199457.6,1220800
hm_0,25,18000,0.3,183121,1,0.492052211,249677,268754,0.286,6.544577629,6.544577629,6.544577629,10,1198449.6,1831210
hm_0,25,18000,0.4,244161,1,0.492052211,249677,268754,0.286,4.908439923,4.908439923,4.908439923,10,1198449.6,2441610
hm_0,25,18000,0.5,305202,1,0.492052211,249677,268754,0.286,3.926742289,3.926742289,3.926742289,10,1198449.6,3052020
stg_1,17,18000,0.1,2093600,1,0.568865053,34477,34495,0.006,0.079045472,0.3,3,10,6280800,20936000
stg_1,17,18000,0.2,4187200,1,0.568865053,34477,34495,0.006,0.039522736,0.3,3,10,12561600,41872000
stg_1,17,18000,0.3,6280801,1,0.568865053,34477,34495,0.006,0.026348486,0.3,3,10,18842403,62808010
stg_1,17,18000,0.4,8374401,1,0.568865053,34477,34495,0.006,0.019761366,0.3,3,10,25123203,83744010
stg_1,17,18000,0.5,10468002,1,0.568865053,34477,34495,0.006,0.015809091,0.3,3,10,31404006,104680020
wdev_0,23,18000,0.1,3360,1,0.57969824,55060,59650,0.202,78.65714286,78.65714286,78.65714286,78.65714286,264288,264288
wdev_0,23,18000,0.2,6720,1,0.649321039,51560,59650,0.202,36.82857143,36.82857143,36.82857143,36.82857143,247488,247488
wdev_0,23,18000,0.3,10080,1,0.652271584,51560,59650,0.202,24.55238095,24.55238095,24.55238095,24.55238095,247488,247488
wdev_0,23,18000,0.4,13440,1,0.652355407,51560,59650,0.202,18.41428571,18.41428571,18.41428571,18.41428571,247488,247488
wdev_0,23,18000,0.5,16800,1,0.652388935,51560,59650,0.202,14.73142857,14.73142857,14.73142857,14.73142857,247488,247488
src1_2,4,18000,0.1,52089,1,0.451384949,80277,81086,0.029,7.397523469,7.397523469,7.397523469,10,385329.6,520890
src1_2,4,18000,0.2,104178,1,0.451384949,80277,81086,0.029,3.698761735,3.698761735,3.698761735,10,385329.6,1041780
src1_2,4,18000,0.3,156268,1,0.451384949,80277,81086,0.029,2.465825377,2.465825377,3,10,468804,1562680
src1_2,4,18000,0.4,208357,1,0.451384949,80277,81086,0.029,1.849371991,1.849371991,3,10,625071,2083570
src1_2,4,18000,0.5,260447,1,0.451384949,80277,81086,0.029,1.479493333,1.479493333,3,10,781341,2604470
ts_0,23,18000,0.1,23928,1,0.706090974,104538,164949,0.48,20.97051153,20.97051153,20.97051153,20.97051153,501782.4,501782.4
ts_0,23,18000,0.2,47857,1,0.76541234,104538,164949,0.48,10.48503667,10.48503667,10.48503667,10.48503667,501782.4,501782.4
ts_0,23,18000,0.3,71786,1,0.76541234,104538,164949,0.48,6.989975761,6.989975761,6.989975761,10,501782.4,717860
ts_0,23,18000,0.4,95715,1,0.76541234,104538,164949,0.48,5.242463564,5.242463564,5.242463564,10,501782.4,957150
ts_0,23,18000,0.5,119644,1,0.76541234,104538,164949,0.48,4.193962088,4.193962088,4.193962088,10,501782.4,1196440
ts_0,23,18000,0.7,167502,1,0.76541234,104538,164949,0.48,2.995680052,2.995680052,3,10,502506,1675020
ts_0,23,18000,0.8,191431,1,0.76541234,104538,164949,0.48,2.621218089,2.621218089,3,10,574293,1914310
ts_0,23,18000,0.1,23928,1,0.706090974,104538,164949,0.48,20.97051153,20.97051153,20.97051153,20.97051153,501782.4,501782.4
ts_0,23,18000,0.2,47857,1,0.76541234,104538,164949,0.48,10.48503667,10.48503667,10.48503667,10.48503667,501782.4,501782.4
ts_0,23,18000,0.3,71786,1,0.76541234,104538,164949,0.48,6.989975761,6.989975761,6.989975761,10,501782.4,717860
ts_0,23,18000,0.4,95715,1,0.76541234,104538,164949,0.48,5.242463564,5.242463564,5.242463564,10,501782.4,957150
ts_0,23,18000,0.5,119644,1,0.76541234,104538,164949,0.48,4.193962088,4.193962088,4.193962088,10,501782.4,1196440
ts_0,23,18000,0.6,143573,1,0.76541234,104538,164949,0.48,3.494963538,3.494963538,3.494963538,10,501782.4,1435730
ts_0,23,18000,0.7,167502,1,0.76541234,104538,164949,0.48,2.995680052,2.995680052,3,10,502506,1675020
prn_1,13,18000,0.1,2120971,1,0.390039675,192397,225836,0.59,0.43541642,0.43541642,3,10,6362913,21209710
prn_1,13,18000,0.2,4241942,1,0.390039675,192397,225836,0.59,0.21770821,0.3,3,10,12725826,42419420
prn_1,13,18000,0.3,6362913,1,0.390039675,192397,225836,0.59,0.145138807,0.3,3,10,19088739,63629130
prn_1,13,18000,0.4,8483884,1,0.390039675,192397,225836,0.59,0.108854105,0.3,3,10,25451652,84838840
prn_1,13,18000,0.5,10604855,1,0.390039675,192397,225836,0.59,0.087083284,0.3,3,10,31814565,106048550
prn_1,13,18000,0.6,12725826,1,0.390039675,192397,225836,0.59,0.072569403,0.3,3,10,38177478,127258260
prn_1,13,18000,0.7,14846796,1,0.390039675,192397,225836,0.59,0.06220235,0.3,3,10,44540388,148467960
hm_0,20,18000,0.01,6104,1,0.149192973,732055,756604,0.44,575.6657929,575.6657929,575.6657929,575.6657929,,3513864
hm_0,20,18000,0.05,30520,1,0.194985752,713417,756604,0.44,112.2018873,112.2018873,112.2018873,112.2018873,,3424401.6
hm_0,20,18000,0.1,61040,1,0.285117446,658256,756604,0.44,51.76325033,51.76325033,51.76325033,51.76325033,3159628.8,3159628.8
hm_0,20,18000,0.2,122080,1,0.395605892,590424,756604,0.44,23.21457405,23.21457405,23.21457405,23.21457405,2834035.2,2834035.2
hm_0,20,18000,0.3,183121,1,0.47168532,559630,756604,0.44,14.66912042,14.66912042,14.66912042,14.66912042,2686224,2686224
hm_0,20,18000,0.4,244161,1,0.548565696,540318,756604,0.44,10.62219765,10.62219765,10.62219765,10.62219765,2593526.4,2593526.4
hm_0,20,18000,0.5,305202,1,0.5624924,536298,756604,0.44,8.434513535,8.434513535,8.434513535,10,2574230.4,3052020
hm_0,20,18000,0.6,366242,1,0.563282774,536047,756604,0.44,7.025479328,7.025479328,7.025479328,10,2573025.6,3662420
hm_0,20,18000,0.7,427282,1,0.563282774,536047,756604,0.44,6.021844122,6.021844122,6.021844122,10,2573025.6,4272820
stg_1,25,18000,0.1,2093600,1,0.751162208,103682,103682,0,0.237711884,0.3,3,10,6280800,20936000
stg_1,25,18000,0.2,4187200,1,0.751162208,103682,103682,0,0.118855942,0.3,3,10,12561600,41872000
stg_1,25,18000,0.3,6280801,1,0.751162208,103682,103682,0,0.079237282,0.3,3,10,18842403,62808010
stg_1,25,18000,0.4,8374401,1,0.751162208,103682,103682,0,0.059427964,0.3,3,10,25123203,83744010
stg_1,25,18000,0.5,10468002,1,0.751162208,103682,103682,0,0.047542368,0.3,3,10,31404006,104680020
stg_1,25,18000,0.6,12561602,1,0.751162208,103682,103682,0,0.039618641,0.3,3,10,37684806,125616020
stg_1,25,18000,0.7,14655202,1,0.751162208,103682,103682,0,0.033958836,0.3,3,10,43965606,146552020
wdev_0,17,18000,0.1,3360,1,0.459365592,104466,123233,0.368,149.2371429,149.2371429,149.2371429,149.2371429,501436.8,501436.8
wdev_0,17,18000,0.2,6720,1,0.619647335,91441,123233,0.368,65.315,65.315,65.315,65.315,438916.8,438916.8
wdev_0,17,18000,0.3,10080,1,0.653956327,89862,123233,0.368,42.79142857,42.79142857,42.79142857,42.79142857,431337.6,431337.6
