hm_0,0.2,0.01,4889,0.118454132,516921,,,,,,,,
hm_0,0.4,0.01,4889,0.140479333,1008241,,,,,,,,
hm_0,0.6,0.01,4889,0.142686625,1510906,,,,,,,,
hm_0,0.8,0.01,4889,0.147841517,2000300,,,,,,,,
hm_0,1,0.01,4889,0.154748677,2479893,,,,,,,,
hm_0,0.2,0.05,24449,0.275729129,424370,,,,,,,,
hm_0,0.4,0.05,24449,0.280846869,844503,,,,,,,,
hm_0,0.6,0.05,24449,0.291251067,1246491,,,,,,,,
hm_0,0.8,0.05,24449,0.300346432,1641496,,,,,,,,
hm_0,1,0.05,24449,0.313012456,2015561,,,,,,,,
hm_0,0.2,0.1,48898,0.381231271,362622,,,,,,,,
hm_0,0.6,0.1,48898,0.39298043,1068187,,,,,,,,
hm_0,0.8,0.1,48898,0.398091354,1414249,,,,,,,,
hm_0,0.4,0.1,48898,0.401337872,703379,,,,,,,,
hm_0,1,0.1,48898,0.405857435,1743162,,,,,,,,
hm_0,0.2,0.2,97797,0.452884749,321158,,,,,,,,
hm_0,0.2,0.6,293391,0.468843646,310687,,,,,,,,
hm_0,0.2,0.8,391188,0.469203575,311398,,,,,,,,
hm_0,0.2,0.4,195594,0.469402286,310740,,,,,,,,
hm_0,0.4,0.2,97797,0.492213127,596851,,,,,,,,
hm_0,0.6,0.2,97797,0.514559741,854963,,,,,,,,
hm_0,0.8,0.2,97797,0.534694974,1092191,,,,,,,,
hm_0,1,0.2,97797,0.539855319,1350024,,,,,,,,
hm_0,0.4,0.4,195594,0.545946504,533436,,,,,,,,
hm_0,0.4,0.8,391188,0.546345289,532520,,,,,,,,
hm_0,0.4,0.6,293391,0.54646697,531496,,,,,,,,
hm_0,0.6,0.4,195594,0.573947003,750397,,,,,,,,
hm_0,0.6,0.8,391188,0.586986249,726911,,,,,,,,
hm_0,0.6,0.6,293391,0.587301187,726872,,,,,,,,
hm_0,0.8,0.4,195594,0.593251945,954884,,,,,,,,
hm_0,1,0.4,195594,0.608879203,1147514,,,,,,,,
hm_0,0.8,0.8,391188,0.614806784,903983,,,,,,,,
hm_0,0.8,0.6,293391,0.614892335,904669,,,,,,,,
hm_0,1,0.6,293391,0.629765651,1086235,,,,,,,,
hm_0,1,0.8,391188,0.635666987,1068921,,,,,,,,
prn_1,0.2,0.01,193437,0.088091767,8672722,,,,,,,,
prn_1,0.4,0.01,193437,0.112932584,16886785,,,,,,,,
prn_1,0.6,0.01,193437,0.142137179,24489932,,,,,,,,
prn_1,0.8,0.01,193437,0.167404801,31692105,,,,,,,,
prn_1,1,0.01,193437,0.19020605,38529341,,,,,,,,
prn_1,0.2,0.05,967186,0.229594572,7334564,,,,,,,,
prn_1,0.4,0.05,967186,0.255450266,14171408,,,,,,,,
prn_1,0.2,0.1,1934373,0.276924044,6882452,,,,,,,,
prn_1,0.6,0.05,967186,0.2989893,20009746,,,,,,,,
prn_1,1,0.05,967186,0.309498558,32853500,,,,,,,,
prn_1,0.8,0.05,967186,0.3105879,26242367,,,,,,,,
prn_1,0.2,0.2,3868746,0.318372942,6483338,,,,,,,,
prn_1,0.4,0.1,1934373,0.35701723,12233598,,,,,,,,
prn_1,0.2,0.4,7737492,0.374215358,5957640,,,,,,,,
prn_1,0.2,0.8,15474984,0.374270382,5954895,,,,,,,,
prn_1,0.2,0.6,11606238,0.374278831,5952832,,,,,,,,
prn_1,0.4,0.2,3868746,0.381334878,11770230,,,,,,,,
prn_1,0.8,0.1,1934373,0.392606255,23122138,,,,,,,,
prn_1,0.6,0.1,1934373,0.393822018,17307404,,,,,,,,
prn_1,1,0.1,1934373,0.414597886,27852959,,,,,,,,
prn_1,0.6,0.2,3868746,0.433707101,16167104,,,,,,,,
prn_1,0.6,0.4,7737492,0.445133083,15837114,,,,,,,,
prn_1,0.4,0.4,7737492,0.459790163,10283881,,,,,,,,
prn_1,0.4,0.8,15474984,0.460422288,10268313,,,,,,,,
prn_1,0.4,0.6,11606238,0.460457619,10266852,,,,,,,,
prn_1,0.8,0.2,3868746,0.467610073,20266764,,,,,,,,
prn_1,0.8,0.4,7737492,0.47597249,19949923,,,,,,,,
prn_1,0.8,0.6,11606238,0.486612435,19542203,,,,,,,,
prn_1,1,0.2,3868746,0.492366568,24152788,,,,,,,,
prn_1,1,0.4,7737492,0.498323879,23869344,,,,,,,,
prn_1,0.6,0.6,11606238,0.500871442,14245866,,,,,,,,
prn_1,0.6,0.8,15474984,0.500902107,14247904,,,,,,,,
prn_1,1,0.6,11606238,0.507333216,23440687,,,,,,,,
prn_1,1,0.8,15474984,0.524266333,22635023,,,,,,,,
prn_1,0.8,0.8,15474984,0.526241524,18033382,,,,,,,,
probuild,0.8,0.01,19,0.454593222,9918,,,,,,,,
probuild,1,0.01,19,0.459497329,12344,,,,,,,,
probuild,0.6,0.01,19,0.460986076,7461,,,,,,,,
probuild,0.4,0.01,19,0.473071197,4740,,,,,,,,
probuild,0.2,0.01,19,0.482748051,2360,,,,,,,,
probuild,0.2,0.05,98,0.759917681,1110,,,,,,,,
probuild,1,0.05,98,0.761975655,5436,,,,,,,,
probuild,0.8,0.05,98,0.767930642,4231,,,,,,,,
probuild,0.4,0.05,98,0.770776776,2129,,,,,,,,
probuild,0.6,0.05,98,0.773973203,3053,,,,,,,,
probuild,0.2,0.1,197,0.778176723,1026,,,,,,,,
probuild,0.2,0.2,394,0.791006218,932,,,,,,,,
probuild,0.2,0.4,788,0.796873632,920,,,,,,,,
probuild,0.2,0.6,1182,0.800507925,941,,,,,,,,
probuild,0.2,0.8,1576,0.801252299,909,,,,,,,,
probuild,0.4,0.1,197,0.801865312,1795,,,,,,,,
probuild,0.6,0.1,197,0.811016727,2625,,,,,,,,
probuild,0.8,0.1,197,0.81649006,3393,,,,,,,,
probuild,1,0.1,197,0.821175234,4084,,,,,,,,
probuild,0.4,0.2,394,0.841536036,1475,,,,,,,,
probuild,0.4,0.8,1576,0.844207023,1352,,,,,,,,
probuild,0.4,0.4,788,0.846659077,1395,,,,,,,,
probuild,0.4,0.6,1182,0.847053157,1380,,,,,,,,
probuild,0.6,0.2,394,0.862641212,1878,,,,,,,,
probuild,0.6,0.4,788,0.872099133,1754,,,,,,,,
probuild,0.6,0.6,1182,0.87240564,1797,,,,,,,,
probuild,0.6,0.8,1576,0.87345652,1737,,,,,,,,
probuild,0.8,0.2,394,0.877484894,2236,,,,,,,,
probuild,0.8,0.4,788,0.887949908,2036,,,,,,,,
probuild,0.8,0.6,1182,0.888431561,2017,,,,,,,,
probuild,1,0.2,394,0.888825641,2539,,,,,,,,
probuild,0.8,0.8,1576,0.889307295,2038,,,,,,,,
probuild,1,0.4,788,0.897977056,2330,,,,,,,,
probuild,1,0.6,1182,0.899159296,2303,,,,,,,,
probuild,1,0.8,1576,0.899159296,2303,,,,,,,,
proj_3,0.2,0.01,13835,0.060714608,1297571,,,,,,,,
proj_3,0.4,0.01,13835,0.116246293,2441962,,,,,,,,
proj_3,0.6,0.01,13835,0.169194187,3443645,,,,,,,,
proj_3,0.4,0.05,69177,0.189200986,2239481,,,,,,,,
proj_3,0.6,0.05,69177,0.211472184,3270815,,,,,,,,
proj_3,0.8,0.01,13835,0.222625438,4298460,,,,,,,,
proj_3,0.8,0.05,69177,0.256721381,4107493,,,,,,,,
proj_3,0.2,0.05,69177,0.257379413,1025969,,,,,,,,
proj_3,1,0.01,13835,0.275685344,5005015,,,,,,,,
proj_3,1,0.05,69177,0.313230201,4745580,,,,,,,,
proj_3,0.2,0.1,138354,0.51046476,675943,,,,,,,,
proj_3,0.2,0.2,276708,0.530249561,650105,,,,,,,,
proj_3,0.2,0.4,553417,0.537532628,637997,,,,,,,,
proj_3,0.2,0.6,830125,0.538130892,637602,,,,,,,,
proj_3,0.2,0.8,1106834,0.538398764,638403,,,,,,,,
proj_3,0.4,0.1,138354,0.570460844,1186879,,,,,,,,
proj_3,0.8,0.1,138354,0.585253606,2290608,,,,,,,,
proj_3,0.6,0.1,138354,0.588850421,1703650,,,,,,,,
proj_3,1,0.1,138354,0.610903674,2688656,,,,,,,,
proj_3,0.4,0.2,276708,0.66048167,939299,,,,,,,,
proj_3,0.4,0.4,553417,0.670064447,911734,,,,,,,,
proj_3,0.4,0.8,1106834,0.673764302,901662,,,,,,,,
proj_3,0.4,0.6,830125,0.673797008,903105,,,,,,,,
proj_3,0.6,0.2,276708,0.689473127,1286270,,,,,,,,
proj_3,0.8,0.2,276708,0.700790492,1654569,,,,,,,,
proj_3,1,0.2,276708,0.706231012,2029944,,,,,,,,
proj_3,0.6,0.4,553417,0.728173701,1126883,,,,,,,,
proj_3,0.6,0.6,830125,0.733648519,1105168,,,,,,,,
proj_3,0.6,0.8,1106834,0.73456849,1099433,,,,,,,,
proj_3,0.8,0.4,553417,0.762990193,1310563,,,,,,,,
proj_3,0.8,0.6,830125,0.767338529,1285849,,,,,,,,
proj_3,0.8,0.8,1106834,0.769612769,1273349,,,,,,,,
proj_3,1,0.4,553417,0.786423909,1475811,,,,,,,,
proj_3,1,0.6,830125,0.788230856,1463325,,,,,,,,
proj_3,1,0.8,1106834,0.792679191,1432587,,,,,,,,
